"time","wheel.vT","wheel.wR","wheel.den","wheel.contactPoint_a.slip"
2.88,25.48637851614722,78.39788735790532,25.48637851614722,-0.0771789647371595
2.9,25.33456608226404,77.89788735789604,25.33456608226404,-0.0775699046320358
2.92,25.182008951924715,77.39788735769521,25.182008951924715,-0.07793829111740276
2.94,25.028750181307498,76.89788735761648,25.028750181307498,-0.07828533026335062
2.96,24.87483052150416,76.39788735769933,24.87483052150416,-0.07861216632225373
2.98,24.7202885365427,75.89788735778353,24.7202885365427,-0.0789198850298085
3,24.56516071511471,75.3978873577734,24.56516071511471,-0.07920951669514072
3.02,24.409481576426636,74.89788735771744,24.409481576426636,-0.07948203910176715
3.04,24.253283770546727,74.39788735769686,24.253283770546727,-0.07973838023477164
3.06,24.09659817357617,73.897887357722,24.09659817357617,-0.0799794208450939
3.08,23.939453977941298,73.39788735774682,23.939453977941298,-0.08020599686135242
3.1,23.78187877804722,72.89788735774209,23.78187877804722,-0.08041890165927552
3.12,23.623898651733953,72.39788735772302,23.623898651733953,-0.08061888820697499
3.14,23.46553823753032,71.89788735771967,23.46553823753032,-0.08080667108592986
